Nama,Nama_Display,Brand,Harga_Rupiah,Harga_Numeric,Sistem_Operasi,GPU,Tipe_GPU,CPU,Tipe_CPU,RAM,RAM_Numeric,Tipe_RAM,Penyimpanan,Penyimpanan_Numeric,Tipe_Penyimpanan,Berat,Berat_Numeric,Ukuran_Layar,Ukuran_Layar_Numeric,Tipe_Panel_Layar,Resolusi_Layar,Deskripsi,Product_URL,Image_URL,Label,Auto_Tag,Metadata
ASUS ROG STRIX G16 G614FR RYZEN 9 9955HX3D RTX5070TI 12GB/ 32GB 1TB W11+OHS+M365B 16.0WQXGA 240HZ 100DCIP3 (BOX MOU) GRY -R9NT7C6G-HM,ASUS ROG STRIX G16,ASUS,"43,799,000.00",43799000,Windows 11,NVIDIA GeForce RTX 5070 Ti,NVIDIA,AMD Ryzen 9 9955HX3D,AMD,32 GB,32,DDR5,1 TB,1024,SSD,2.5 kg,2.50,16 Inch,16.0,IPS,WQXGA 2560 x 1600,"Brand: ASUS ROG | Tipe: ROG Gaming Laptop | Color: Black | Operating System: Windows 11 Home + Microsoft Office Home and Student + Microsoft 365 Basic | Processor: AMD Ryzen 9 9955HX3D, 16 Cores, 32 Threads, up to 5.4 GHz | Graphics: NVIDIA GeForce RTX 5070 Ti Laptop GPU 12 GB GDDR7 | RAM: 32 GB DDR5 5600 MHz (Up to 64 GB, 2x SO-DIMM) | Storage: 1 TB PCIe 4.0 NVMe™ M.2 SSD | Main Display Size: 16 Inch | Main Display Type: IPS-level, Anti-glare, ROG Nebula Display | Display Resolution: WQXGA 2560 x 1600, 240 Hz, 100 Percent DCI-P3 | Camera: FHD 1080P Webcam | Audio: Dual speakers with Dolby Atmos, Hi-Res Audio, Smart Amplifier | Battery: 90 Wh | Connectivity: Wi-Fi 6E, Bluetooth 5.3 | Ports: 2x USB-A 3.2 Gen 2 2x USB-C USB4 1x HDMI 2.1 1x Headphone / microphone combo jack 1x Ethernet (RJ-45) | Dimension: | Weight: 2.50 kg | Warranty: Official ASUS Warranty 2 Years",https://www.agres.id/products/asus-rog-strix-g16-g614fr-ryzen-9-9955hx3d-rtx5070ti-12gb-32gb-1tb-w11ohsm365b-160wqxga-240hz-100dcip3-box-mou-gry--r9nt7c6g-hm,https://res.cloudinary.com/dbuug9eey/image/upload/v1765624917/products/rl15m1mp7rsp98rkvkqh.jpg,"gaming berat, editing video, render 3d, layar besar, nyaman nonton, multimedia, sultan, premium, layar mulus, gaming cepat, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu amd performa sangat tinggi gaming berat gaming extreme multitasking ekstrem penyimpanan sangat besar berat layar besar layar bagus resolusi tinggi cocok gaming cocok multimedia,asus rog strix g16 amd ryzen 9 9955hx3d nvidia geforce rtx 5070 ti ram 32gb ssd 1tb layar 16.0 inch cpu performa sangat tinggi gaming berat extreme multitasking ekstrem penyimpanan besar bagus resolusi cocok multimedia kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data gamer rata kanan gta cyberpunk render 3d autocad blender sketchup video editor profesional premiere pro after effects nonton netflix kualitas bioskop warna akurat manjakan mata desainer tajam editing nyaman sultan premium mulus cepat lancar office kuliah presentasi
ASUS ROG STRIX G16 G614PR RYZEN 9 8940HX RTX5070TI 12GB/ 16GB 1TB W11+OHS+M365B 16.0WUXGA 165HZ GRY -R9NT7C6G-HM,ASUS ROG STRIX G16,ASUS,"40,999,000.00",40999000,Windows 11,NVIDIA GeForce RTX 5070 Ti,NVIDIA,AMD Ryzen 9 8940HX,AMD,16 GB,16,DDR5,1 TB,1024,SSD,2.5 kg,2.50,16 Inch,16.0,IPS,WUXGA 1920 x 1200,Brand: ASUS | Tipe: ROG Strix G16 G614PR | Color: Grey | Operating System: Windows 11 Home + Microsoft Office Home and Student + Microsoft 365 Basic | Processor: AMD Ryzen 9 8940HX 16 Cores 32 Threads up to 5.3 GHz | Graphics: NVIDIA GeForce RTX 5070 Ti Laptop GPU 12 GB GDDR7 up to 140 W | RAM: 16 GB DDR5 5200 MHz Upgradable to 64 GB SO-DIMM | Storage: 1 TB PCIe 4.0 NVMe M.2 SSD | Main Display Size: 16 Inch | Main Display Type: IPS Level Anti Glare | Display Resolution: WUXGA 1920 x 1200 165 Hz 100% sRGB | Camera: FHD 1080P Webcam | Audio: Dolby Atmos Hi Res Audio Smart Amplifier AI Noise Canceling | Battery: 90 Wh Charger: 240 W AC Adapter | Connectivity: Wi-Fi 6E Bluetooth 5.3 | Ports: 2x USB-A 3.2 Gen 2 2x USB-C USB4 support DisplayPort Power Delivery G Sync 1x HDMI 2.1 FRL 1x Ethernet RJ 45 1x Headphone microphone combo jack | Dimension: | Weight: 2.5 kg | Warranty: Official ASUS Warranty 2 Years,https://www.agres.id/products/asus-rog-strix-g16-g614pr-ryzen-9-8940hx-rtx5070ti-12gb-16gb-1tb-w11ohsm365b-160fhd-165hz-gry--r9nt7c6g-hm,https://res.cloudinary.com/dbuug9eey/image/upload/v1765623714/products/x5zbspwkrvkvfuqbwzkc.jpg,"gaming berat, editing video, render 3d, layar besar, nyaman nonton, multimedia, sultan, premium, layar mulus, gaming cepat, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu amd performa sangat tinggi gaming berat gaming extreme multitasking lancar penyimpanan sangat besar berat layar besar layar bagus resolusi standar cocok gaming cocok kerja,asus rog strix g16 amd ryzen 9 8940hx nvidia geforce rtx 5070 ti ram 16gb ssd 1tb layar 16.0 inch cpu performa sangat tinggi gaming berat extreme multitasking lancar penyimpanan besar bagus resolusi standar cocok kerja kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data gamer rata kanan gta cyberpunk render 3d autocad blender sketchup video editor profesional premiere pro after effects editing nyaman nonton multimedia sultan premium mulus cepat office kuliah presentasi
ASUS ROG STRIX SCAR 16 G635LW ULTRA 9 275HX RTX5080 16GB/ 32GB 2TB W11+OHS 16.0 WQXGA MINILED 240HZ PKRGB(BOX MOU) BLK -I9N58MZT-HM,ASUS ROG STRIX SCAR,ASUS,"79,599,000.00",79599000,Windows 11,NVIDIA GeForce RTX 5080,NVIDIA,Intel Core Ultra 9 275HX,Intel,32 GB,32,DDR5,2 TB,2048,SSD,2.8 kg,2.80,16 Inch,16.0,Mini LED,WQXGA 2560 x 1600,Brand: ASUS | Tipe: ROG STRIX SCAR 16 G635LW | Color: Black | Operating System: Windows 11 Home + Office Home Student | Processor: Intel Core Ultra 9 275HX Up To 5.4 GHz 24 Cores 24 Threads With Intel AI Boost NPU Up To 13 TOPS | Graphics: NVIDIA GeForce RTX 5080 Laptop GPU 16 GB GDDR7 ROG Boost Up To 175 W Dynamic Boost | RAM: 32 GB DDR5-5600 SO-DIMM Dual Channel (Upgradeable Up To 64 GB) | Storage: 2 TB SSD M.2 PCIe 4.0 NVMe Dual M.2 Slots | Main Display Size: 16 Inch | Main Display Type: Mini LED Anti-Glare ROG Nebula HDR Display | Display Resolution: WQXGA 2560 x 1600 100% DCI-P3 | Camera: 1080P FHD IR Camera With Windows Hello | Audio: Dolby Atmos 4 Speaker System With Smart Amplifier Hi-Res Certified | Battery: 90 Wh 4 Cell Li-ion Charger: 380 W AC Adapter + 100 W USB-C Power Delivery | Connectivity: Wi-Fi 7 Bluetooth 5.4 | Ports: 3x USB 3.2 Gen 2 Type-A 2x Thunderbolt 5 DisplayPort Power Delivery G-SYNC 1x HDMI 2.1 FRL 1x 2.5G LAN 1x Audio Jack Keyboard: Backlit Chiclet Keyboard Per-Key RGB With Copilot Key Material: Premium Gaming Chassis | Dimension: | Weight: 2.80 kg | Warranty: 2 Years Official ASUS Warranty,https://www.agres.id/products/asus-rog-strix-scar-16-g635lw-ultra-9-275hx-rtx5080-16gb-32gb-2tb-w11ohs-160-25k-miniled-240hz-pkrgbbox-mou-blk--i9n58mzt-hm,https://res.cloudinary.com/dbuug9eey/image/upload/v1765852052/products/lm2sfawywljg48fwabhi.jpg,"gaming berat, editing video, render 3d, layar besar, nyaman nonton, multimedia, sultan, premium, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu intel performa sangat tinggi gaming berat gaming extreme multitasking ekstrem penyimpanan sangat besar berat layar besar layar premium resolusi tinggi cocok gaming cocok multimedia,asus rog strix scar intel core ultra 9 275hx nvidia geforce rtx 5080 ram 32gb ssd 2tb layar 16.0 inch cpu performa sangat tinggi gaming berat extreme multitasking ekstrem penyimpanan besar premium resolusi cocok multimedia kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data gamer rata kanan gta cyberpunk render 3d autocad blender sketchup video editor profesional premiere pro after effects nonton netflix kualitas bioskop warna akurat manjakan mata desainer tajam editing nyaman sultan lancar cepat office kuliah presentasi
ASUS ROG ZEPHYRUS G14 OLED GA403UH RYZEN 9 270 RTX5050 8GB/ 32GB 1TB W11+OHS+M365B 14.0 NEBULA WQXGA+ 120HZ GRY -R9N55OL6G-HM,ASUS ROG ZEPHYRUS G14,ASUS,"33,199,000.00",33199000,Windows 11,NVIDIA GeForce RTX 5050,NVIDIA,AMD Ryzen 9 270,AMD,32 GB,32,LPDDR5X,1 TB,1024,SSD,1.5 kg,1.50,14 Inch,14.0,OLED,2.8K 2880 x 1800,Brand: ASUS | Tipe: ROG | Color: Grey | Operating System: Windows 11 Home + Microsoft Office Home & Student + Microsoft 365 Basic | Processor: AMD Ryzen 9 270 Processor 8 Cores 16 Threads up to 5.2 GHz with AMD XDNA™ NPU up to 16 TOPS | Graphics: NVIDIA GeForce RTX 5050 Laptop GPU 8GB GDDR7 up to 2142 MHz 90 W with Dynamic Boost | RAM: 32 GB LPDDR5X 7500 Dual Channel Onboard | Storage: 1 TB PCIe 4.0 NVMe™ M.2 SSD | Main Display Size: 14 Inch | Main Display Type: ROG Nebula Display OLED | Display Resolution: 2.8K 2880 x 1800 16:10 120 Hz G Sync Adaptive Sync 100% DCI P3 Pantone Validated Dolby Vision HDR | Camera: 1080P FHD IR Camera with Windows Hello | Audio: Dolby Atmos Quad Speaker Smart Amplifier Hi Res Audio AI Noise Canceling | Battery: 73 Wh Li ion 4 Cell Charger: 200 W AC Adapter and USB Type C 100 W | Connectivity: Wi Fi 7 802.11be Bluetooth 5.4 | Ports: 2x USB 3.2 Gen 2 Type A 1x USB 3.2 Gen 2 Type C DisplayPort Power Delivery G Sync 1x USB4 Type C DisplayPort Power Delivery 1x HDMI 2.1 FRL 1x Audio Jack 1x microSD Card Reader UHS II Keyboard: Backlit Chiclet Keyboard 1 Zone RGB with Copilot Key | Weight: 1.50 kg | Warranty: Official ASUS Indonesia Warranty 2 Years + 1 Year ADP,https://www.agres.id/products/asus-rog-zephyrus-g14-oled-ga403uh-ryzen-9-270-rtx5050-8gb-32gb-1tb-w11ohsm365b-140-nebula-wqxga-120hz-gry--r9n55ol6g-hm,https://res.cloudinary.com/dbuug9eey/image/upload/v1765765536/products/byegxhf8kx7iikw0esj9.jpg,"gaming berat, editing video, render 3d, sultan, premium, layar mulus, gaming cepat, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu amd performa sangat tinggi gaming berat multitasking ekstrem penyimpanan sangat besar ringan layar sedang layar oled resolusi tinggi cocok gaming mudah dibawa cocok multimedia,asus rog zephyrus g14 amd ryzen 9 270 nvidia geforce rtx 5050 ram 32gb ssd 1tb layar 14.0 inch cpu performa sangat tinggi gaming berat multitasking ekstrem penyimpanan besar ringan sedang oled resolusi cocok mudah dibawa multimedia kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data gamer rata kanan gta cyberpunk render 3d autocad blender sketchup video editor profesional premiere pro after effects sering bepergian traveling mobilitas enteng tipis ke kampus nongkrong cafe nonton netflix kualitas bioskop warna akurat manjakan mata desainer tajam editing sultan premium mulus cepat lancar office kuliah presentasi
ASUS ROG ZEPHYRUS G16 OLED GA605KH RYZEN AI 7 350 RTX5050 8GB/ 32GB 1TB W11+OHS+M365B 16.0 NEBULA OLED WQXGA WQXGA 240HZ GRY -R7N55OL6G-HM,ASUS ROG ZEPHYRUS G16,ASUS,"34,799,000.00",34799000,Windows 11,NVIDIA GeForce RTX 5050,NVIDIA,AMD Ryzen AI 7 350,AMD,32 GB,32,LPDDR5X,1 TB,1024,SSD,1.85 kg,1.85,16 Inch,16.0,OLED,WQXGA 2560 x 1600,"Brand: ASUS ROG | Tipe: ROG Zephyrus G16 | Color: Eclipse Gray | Operating System: Windows 11 Home + Microsoft Office Home & Student + Microsoft 365 Basic | Processor: AMD Ryzen AI 7 350 Processor, 8 Cores 16 Threads, up to 5.0 GHz | Graphics: NVIDIA GeForce RTX 5050 Laptop GPU | RAM: 32 GB LPDDR5X | Storage: 1 TB PCIe 4.0 NVMe™ M.2 SSD | Main Display Size: 16 Inch | Main Display Type: OLED, Glossy, Pantone Validated | Display Resolution: WQXGA 2560 x 1600 | Camera: 1080P FHD IR Camera with Windows Hello | Audio: Not Specified | Battery: 90 Wh | Connectivity: Wi-Fi 7 Bluetooth 5.4 | Ports: 2x USB-A 1x USB-C 1x Thunderbolt 4 1x HDMI 2.1 1x SD Card Reader | Dimension: 35.4 x 24.6 x 1.49 ~ 1.64 cm | Weight: 1.85 kg | Warranty: Official ASUS Warranty",https://www.agres.id/products/asus-rog-zephyrus-g16-oled-ga605kh-ryzen-ai-7-350-rtx5050-8gb-32gb-1tb-w11ohsm365b-160-nebula-oled-wqxga-25k-240hz-gry-r7n55ol6g-hm,https://res.cloudinary.com/dbuug9eey/image/upload/v1769238466/products/rlgg9rjatb7tqeyg4kh6.jpg,"gaming berat, editing video, render 3d, layar besar, nyaman nonton, multimedia, sultan, premium, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu amd performa dasar ai ready gaming berat multitasking ekstrem penyimpanan sangat besar sedang layar besar layar oled resolusi tinggi cocok gaming cocok multimedia,asus rog zephyrus g16 amd ryzen ai 7 350 nvidia geforce rtx 5050 ram 32gb ssd 1tb layar 16.0 inch cpu performa dasar ready gaming berat multitasking ekstrem penyimpanan sangat besar sedang oled resolusi tinggi cocok multimedia nugas skripsi kuliah sekolah pelajar mahasiswa browsing internet zoom meeting nonton film youtube word excel presentasi ppt kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data gamer rata kanan gta cyberpunk render 3d autocad blender sketchup video editor profesional premiere pro after effects netflix kualitas bioskop warna akurat manjakan mata desainer tajam editing nyaman sultan premium lancar cepat office
ASUS TUF A15 FA506NCQ RYZEN 7 170 RTX3050 4GB/ 16GB 512GB W11+OHS+M365B 15.6FHD IPS BLK -R735B6T-HM,ASUS TUF A15 FA506NCQ,ASUS,"16,349,000.00",16349000,Windows 11,NVIDIA GeForce RTX 3050,NVIDIA,AMD Ryzen 7 170,AMD,16 GB,16,DDR5,512 GB,512,SSD,2.3 kg,2.30,"15,6 Inch",15.6,IPS,FHD 1920 x 1080,"Brand: ASUS | Tipe: TUF A15 FA506NCQ | Color: Graphite Black | Operating System: Windows 11 Home + Microsoft Office Home & Student + Microsoft 365 Basic | Processor: AMD Ryzen 7 170, 8 Cores, 16 Threads, up to 4.75 GHz | Graphics: NVIDIA GeForce RTX 3050 Laptop GPU 4GB GDDR6 | RAM: 16 GB DDR5 (Upgradeable to 64 GB, SO-DIMM) | Storage: 512 GB SSD NVMe PCIe 4.0 | Main Display Size: 15.6 Inch | Main Display Type: IPS-Level, Anti-glare, 144Hz | Display Resolution: FHD 1920 x 1080, 62.5% sRGB | Camera: HD 720p Webcam | Audio: Two built-in stereo speakers | Battery: 48 Wh Charger: 150 W AC Adapter | Connectivity: Wi-Fi 6, Bluetooth 5.3 | Ports: 3x USB-A 3.2 Gen 2 1x USB-C 3.2 Gen 2 1x HDMI 2.0b 1x Headphone / microphone combo jack 1x Ethernet (RJ-45) | Warranty: Official ASUS Warranty",https://www.agres.id/products/asus-tuf-a15-fa506ncq-ryzen-7-170-rtx3050-4gb-16gb-512gb-w11ohsm365b-156fhd-ips-blk-r735b6t-hm,https://res.cloudinary.com/dbuug9eey/image/upload/v1775881787/products/kmqeiojyusf9dssxvs3v.jpg,"gaming berat, editing video, render 3d, layar besar, nyaman nonton, multimedia, menengah, layar mulus, gaming cepat, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu amd performa tinggi gaming berat multitasking lancar penyimpanan besar berat layar sedang layar bagus resolusi standar cocok gaming cocok kerja,asus tuf a15 fa506ncq amd ryzen 7 170 nvidia geforce rtx 3050 ram 16gb ssd 512gb layar 15.6 inch cpu performa tinggi gaming berat multitasking lancar penyimpanan besar sedang bagus resolusi standar cocok kerja kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data gamer rata kanan gta cyberpunk render 3d autocad blender sketchup video editor profesional premiere pro after effects editing nyaman nonton multimedia mulus cepat office kuliah presentasi
ASUS TUF A15 FA506NCQ RYZEN 7 170 RTX3050 4GB/ 8GB 512GB W11+OHS+M365B 15.6FHD IPS BLK -R735B1T-HM,ASUS TUF A15 FA506NCQ,ASUS,"15,379,000.00",15379000,Windows 11,NVIDIA GeForce RTX 3050,NVIDIA,AMD Ryzen 7 170,AMD,8 GB,8,DDR5,512 GB,512,SSD,2.3 kg,2.30,"15,6 Inch",15.6,IPS,FHD 1920 x 1080,"Brand: ASUS | Tipe: TUF A15 FA506NCQ | Color: Graphite Black | Operating System: Windows 11 Home + Microsoft Office Home & Student + Microsoft 365 Basic | Processor: AMD Ryzen 7 170, 8 Cores, 16 Threads, up to 4.75 GHz | Graphics: NVIDIA GeForce RTX 3050 Laptop GPU 4GB GDDR6 | RAM: 8 GB DDR5 (Upgradeable to 64 GB, SO-DIMM) | Storage: 512 GB SSD NVMe PCIe 4.0 | Main Display Size: 15.6 Inch | Main Display Type: IPS-Level, Anti-glare, 144Hz | Display Resolution: FHD 1920 x 1080, 62.5% sRGB | Camera: HD 720p Webcam | Audio: Two built-in stereo speakers | Battery: 48 Wh Charger: 150 W AC Adapter | Connectivity: Wi-Fi 6, Bluetooth 5.3 | Ports: 3x USB-A 3.2 Gen 2 1x USB-C 3.2 Gen 2 1x HDMI 2.0b 1x Headphone / microphone combo jack 1x Ethernet (RJ-45)",https://www.agres.id/products/asus-tuf-a15-fa506ncq-ryzen-7-170-rtx3050-4gb-8gb-512gb-w11ohsm365b-156fhd-ips-blk-r735b1t-hm,https://res.cloudinary.com/dbuug9eey/image/upload/v1775892965/products/pkrehpdtfabqmupuv4kl.jpg,"gaming berat, editing video, render 3d, layar besar, nyaman nonton, multimedia, menengah, layar mulus, gaming cepat, tugas ringan, office dasar, boot cepat, loading cepat, office, kuliah, presentasi",cpu amd performa tinggi gaming berat multitasking cukup penyimpanan besar berat layar sedang layar bagus resolusi standar cocok gaming,asus tuf a15 fa506ncq amd ryzen 7 170 nvidia geforce rtx 3050 ram 8gb ssd 512gb layar 15.6 inch cpu performa tinggi gaming berat multitasking cukup penyimpanan besar sedang bagus resolusi standar cocok nugas skripsi kuliah sekolah pelajar mahasiswa browsing internet zoom meeting nonton film youtube word excel presentasi ppt kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data gamer rata kanan gta cyberpunk render 3d autocad blender sketchup video editor profesional premiere pro after effects editing nyaman multimedia mulus cepat tugas ringan office dasar
ASUS TUF F16 FX608JHR I7 14650HX RTX5050 8GB/ 16GB 512GB W11+OHS+M365B 16.0WUXGA 165HZ GRY -I7N55J6G-HM,ASUS TUF F16 FX608JHR,ASUS,"23,299,000.00",23299000,Windows 11,NVIDIA GeForce RTX 5050,NVIDIA,Intel Core i7 14650HX,Intel,16 GB,16,DDR5,512 GB,512,SSD,2.2 kg,2.20,16 Inch,16.0,IPS,WUXGA 1920 x 1200,Brand: ASUS | Tipe: TUF F16 FX608JHR | Color: Black | Operating System: Windows 11 Home + Microsoft Office Home Student + Microsoft 365 Basic | Processor: Intel Core i7 14650HX 16 Cores 24 Threads up to 5.2 GHz | Graphics: NVIDIA GeForce RTX 5050 Laptop GPU 8GB GDDR7 115W | RAM: Up to 64 GB DDR5 Dual Channel | Storage: 512 GB SSD M.2 PCIe 4.0 NVMe | Main Display Size: 16 Inch | Main Display Type: IPS Level Anti Glare | Display Resolution: WUXGA 1920 x 1200 165 Hz G Sync | Camera: 1080P FHD IR Camera with Windows Hello | Audio: Dolby Atmos 2 Speaker System Hi Res Audio | Battery: 90 Wh Charger: 280 W AC Adapter | Connectivity: Wi-Fi 6E Bluetooth 5.4 | Ports: 3x USB 3.2 Gen 2 Type A 1x USB 3.2 Gen 2 Type C with DisplayPort and Power Delivery 1x Thunderbolt 4 with DisplayPort and G Sync 1x HDMI 2.1 FRL 1x Audio Jack 1x RJ45 LAN | Dimension: | Weight: 2.20 kg | Warranty: Official ASUS Warranty 2 Years,https://www.agres.id/products/asus-tuf-f16-fx608jhr-i7-14650hx-rtx5050-8gb-16gb-512gb-w11ohsm365-160wuxga-165hz-gry-i7n55j6g-hm,https://res.cloudinary.com/dbuug9eey/image/upload/v1765799180/products/zzggk3smfmmictnmiiju.jpg,"gaming berat, editing video, render 3d, layar besar, nyaman nonton, multimedia, sultan, premium, layar mulus, gaming cepat, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu intel performa tinggi gaming berat multitasking ekstrem penyimpanan besar berat layar besar layar bagus resolusi standar cocok gaming,asus tuf f16 fx608jhr intel core i7 14650hx nvidia geforce rtx 5050 ram 16gb ssd 512gb layar 16.0 inch cpu performa tinggi gaming berat multitasking lancar penyimpanan besar bagus resolusi standar cocok kerja kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data gamer rata kanan gta cyberpunk render 3d autocad blender sketchup video editor profesional premiere pro after effects editing nyaman nonton multimedia sultan premium mulus cepat office kuliah presentasi
ASUS VIVOBOOK 14 A1404VA I3 1315U 8GB 256GB W11+OHS+M365B 14.0FHD VIPS BLU -VIPS3824M,ASUS VIVOBOOK 14 A1404VA,ASUS,"8,199,000.00",8199000,Windows 11,Intel UHD Graphics,Intel,Intel Core i3-1315U,Intel,8 GB,8,DDR4,256 GB,256,SSD,1.4 kg,1.40,14 Inch,14.0,IPS,FHD 1920 x 1080,"Brand: Asus | Tipe: Vivobook 14 A1404VA | Color: Quiet Blue | Operating System: Windows 11 Home + Microsoft Office Home & Student + Microsoft 365 Basic (1 Year) | Processor: Intel Core i3-1315U (up to 4.5 GHz, 6 Cores, 8 Threads) | Graphics: Intel UHD Graphics | RAM: 8 GB DDR4 | Storage: 256 GB SSD NVMe PCIe 4.0 | Main Display Size: 14 Inch | Main Display Type: IPS-Level, LED Backlit, Anti-Glare | Display Resolution: FHD 1920 x 1080 | Camera: 720p HD Camera with Privacy Shutter | Audio: SonicMaster Built-in Speaker, Built-in Array Microphone | Battery: 42 Wh Charger: 45 W AC Adapter | Connectivity: Wi-Fi 6E, Bluetooth 5.3 | Ports: 1x USB 2.0 Type-A 1x USB 3.2 Gen1 Type-C 2x USB 3.2 Gen1 Type-A 1x HDMI 1.4 1x DC-In | Dimension: - | Weight: Around 1.4 kg | Warranty: Official Warranty 2 Years",https://www.agres.id/products/asus-vivobook-14-a1404va-i3-1315u-8gb-256gb-w11ohsm365b-140fhd-vips-blu-vips3824m,https://res.cloudinary.com/dbuug9eey/image/upload/v1774585088/products/b9fj0ohhxrumzf2ktl95.jpg,"ringan, tipis, mudah dibawa, travel, murah, terjangkau, tugas ringan, office dasar, boot cepat, loading cepat, office, kuliah, presentasi",cpu intel performa dasar grafis ringan multitasking cukup penyimpanan cukup ringan layar sedang layar bagus resolusi standar mudah dibawa cocok office,asus vivobook 14 a1404va intel core i3 1315u uhd graphics grafis terintegrasi ram 8gb ssd 256gb layar 14.0 inch cpu performa dasar ringan multitasking cukup penyimpanan sedang bagus resolusi standar mudah dibawa cocok office nugas skripsi kuliah sekolah pelajar mahasiswa browsing internet zoom meeting nonton film youtube word excel presentasi ppt sering bepergian traveling mobilitas tinggi enteng tipis ke kampus nongkrong cafe travel murah tugas cepat
ASUS VIVOBOOK 14 A1404VA I3 1315U 8GB 512GB W11+OHS+M365B 14.0FHD VIPS BLU -VIPS3854M,ASUS VIVOBOOK 14 A1404VA,ASUS,"8,969,000.00",8969000,Windows 11,Intel UHD Graphics,Intel,Intel Core i3-1315U,Intel,8 GB,8,DDR4,512 GB,512,SSD,1.38 kg,1.38,14 Inch,14.0,IPS,FHD 1920 x 1080,"Brand: ASUS | Tipe: Vivobook 14 A1404VA | Color: Quite Blue | Operating System: Windows 11 Home + Microsoft Office Home & Student + Microsoft 365 Basic | Processor: Intel Core i3-1315U, 6 Cores, 8 Threads, up to 4.5 GHz | Graphics: Intel UHD Graphics | RAM: 8 GB DDR4 (On Board) | Storage: 512 GB SSD M.2 NVMe PCIe 4.0 | Main Display Size: 14 Inch | Main Display Type: LED Backlit, Anti Glare | Display Resolution: FHD 1920 x 1080 | Camera: HD 720p Webcam with Privacy Shutter | Audio: Two built-in stereo speakers with SonicMaster | Battery: 42 Wh Charger: 45 W AC Adapter | Connectivity: Wi-Fi 6E, Bluetooth 5.3 | Ports: 2x USB-A 1x USB-C 1x HDMI 1.4 1x Headphone / microphone combo jack | Weight: 1.38 kg | Warranty: Official ASUS Indonesia Warranty 1 Year",https://www.agres.id/products/asus-vivobook-14-a1404va-i3-1315u-8gb-512gb-w11ohsm365b-140fhd-vips-blu-vips3854m,https://res.cloudinary.com/dbuug9eey/image/upload/v1775805926/products/mkxizpmmpwaxv4ej4x2t.jpg,"ringan, tipis, mudah dibawa, travel, murah, terjangkau, tugas ringan, office dasar, boot cepat, loading cepat, office, kuliah, presentasi",cpu intel performa dasar grafis ringan multitasking cukup penyimpanan besar ringan layar sedang layar bagus resolusi standar mudah dibawa cocok office,asus vivobook 14 a1404va intel core i3 1315u uhd graphics grafis terintegrasi ram 8gb ssd 512gb layar 14.0 inch cpu performa dasar ringan multitasking cukup penyimpanan besar sedang bagus resolusi standar mudah dibawa cocok office nugas skripsi kuliah sekolah pelajar mahasiswa browsing internet zoom meeting nonton film youtube word excel presentasi ppt sering bepergian traveling mobilitas tinggi enteng tipis ke kampus nongkrong cafe travel murah tugas cepat
