Nama,Nama_Display,Brand,Harga_Rupiah,Harga_Numeric,Sistem_Operasi,GPU,Tipe_GPU,CPU,Tipe_CPU,RAM,RAM_Numeric,Tipe_RAM,Penyimpanan,Penyimpanan_Numeric,Tipe_Penyimpanan,Berat,Berat_Numeric,Ukuran_Layar,Ukuran_Layar_Numeric,Tipe_Panel_Layar,Resolusi_Layar,Deskripsi,Product_URL,Image_URL,Label,Auto_Tag,Metadata
ASUS VIVOBOOK 14 A1404VA I3 1315U 8GB 512GB W11+OHS+M365B 14.0FHD VIPS SLV -VIPS386M,ASUS VIVOBOOK 14 A1404VA,ASUS,"8,969,000.00",8969000,Windows 11,Intel UHD Graphics,Intel,Intel Core i3-1315U,Intel,8 GB,8,DDR4,512 GB,512,SSD,1.38 kg,1.38,14 Inch,14.0,IPS,FHD 1920 x 1080,"Brand: ASUS | Tipe: Vivobook 14 A1404VA | Color: Cool Silver | Operating System: Windows 11 Home + Microsoft Office Home & Student + Microsoft 365 Basic | Processor: Intel Core i3-1315U, 6 Cores, 8 Threads, up to 4.5 GHz | Graphics: Intel UHD Graphics | RAM: 8 GB DDR4 (On Board) | Storage: 512 GB SSD M.2 NVMe PCIe 4.0 | Main Display Size: 14 Inch | Main Display Type: LED Backlit, Anti Glare | Display Resolution: FHD 1920 x 1080 | Camera: HD 720p Webcam with Privacy Shutter | Audio: Two built-in stereo speakers with SonicMaster | Battery: 42 Wh Charger: 45 W AC Adapter | Connectivity: Wi-Fi 6E, Bluetooth 5.3 | Ports: 2x USB-A 1x USB-C 1x HDMI 1.4 1x Headphone / microphone combo jack | Weight: 1.38 kg | Warranty: Official ASUS Indonesia Warranty 1 Year",https://www.agres.id/products/asus-vivobook-14-a1404va-i3-1315u-8gb-512gb-w11ohsm365b-140fhd-vips-slv-vips386m,https://res.cloudinary.com/dbuug9eey/image/upload/v1775805861/products/v8wrsnrpkreqhuqssisn.jpg,"ringan, tipis, mudah dibawa, travel, murah, terjangkau, tugas ringan, office dasar, boot cepat, loading cepat, office, kuliah, presentasi",cpu intel performa dasar grafis ringan multitasking cukup penyimpanan besar ringan layar sedang layar bagus resolusi standar mudah dibawa cocok office,asus vivobook 14 a1404va intel core i3 1315u uhd graphics grafis terintegrasi ram 8gb ssd 512gb layar 14.0 inch cpu performa dasar ringan multitasking cukup penyimpanan besar sedang bagus resolusi standar mudah dibawa cocok office nugas skripsi kuliah sekolah pelajar mahasiswa browsing internet zoom meeting nonton film youtube word excel presentasi ppt sering bepergian traveling mobilitas tinggi enteng tipis ke kampus nongkrong cafe travel murah tugas cepat
ASUS VIVOBOOK 14 A1404VAP CORE I3 100U 8GB 512GB W11+OHS+M365B 14.0FHD VIPS BLU -VIPS3851M,ASUS VIVOBOOK 14 A1404VAP,ASUS,"9,099,000.00",9099000,Windows 11,Intel Graphics,Intel,Intel Core 3 100U,Intel,8 GB,8,DDR4,512 GB,512,SSD,1.4 kg,1.40,14 Inch,14.0,IPS,FHD 1920 x 1080,"Brand: ASUS | Tipe: Vivobook A1404VAP | Color: Quite Blue | Operating System: Windows 11 Home + Microsoft Office Home & Student + Microsoft 365 Basic | Processor: Intel Core 3 100U, 6 Cores (2P + 4E), up to 4.7 GHz | Graphics: Intel Graphics | RAM: 8 GB DDR4 (Onboard + 1 Slot) | Storage: 512 GB SSD NVMe PCIe 4.0 | Main Display Size: 14 Inch | Main Display Type: IPS-Level, Anti-glare | Display Resolution: FHD 1920 x 1080, 45% NTSC, 250 nits | Camera: HD 720p Webcam with Privacy Shutter | Audio: SonicMaster Built-in Speaker, Built-in Array Microphone | Battery: 42 Wh Charger: 45 W AC Adapter | Connectivity: Wi-Fi 6, Bluetooth 5.2 | Ports: 2x USB-A 3.2 Gen 1 1x USB-A 2.0 1x USB-C 3.2 Gen 1 1x HDMI 1.4 1x Headphone / microphone combo jack 1x DC-in | Warranty: Official ASUS Warranty 2 Years",https://www.agres.id/products/asus-vivobook-14-a1404vap-core-i3-100u-8gb-512gb-w11ohsm365b-140fhd-vips-blu-vips3851m,https://res.cloudinary.com/dbuug9eey/image/upload/v1775892018/products/q5iuvibjyxreo2y6tdgc.jpg,"murah, terjangkau, tugas ringan, office dasar, boot cepat, loading cepat, office, kuliah, presentasi",cpu intel performa dasar grafis ringan multitasking cukup penyimpanan besar ringan layar sedang layar bagus resolusi standar mudah dibawa cocok office,asus vivobook 14 a1404vap intel core 3 100u graphics grafis terintegrasi ram 8gb ssd 512gb layar 14.0 inch cpu performa dasar ringan multitasking cukup penyimpanan besar sedang bagus resolusi standar mudah dibawa cocok office nugas skripsi kuliah sekolah pelajar mahasiswa browsing internet zoom meeting nonton film youtube word excel presentasi ppt sering bepergian traveling mobilitas tinggi enteng tipis ke kampus nongkrong cafe murah tugas cepat
ASUS VIVOBOOK 14 A1404VAP CORE I3 100U 8GB 512GB W11+OHS+M365B 14.0FHD VIPS COOL SLV -VIPS3853M,ASUS VIVOBOOK 14 A1404VAP,ASUS,"9,099,000.00",9099000,Windows 11,Intel Graphics,Intel,Intel Core 3 100U,Intel,8 GB,8,DDR4,512 GB,512,SSD,1.4 kg,1.40,14 Inch,14.0,IPS,FHD 1920 x 1080,"Brand: ASUS | Tipe: Vivobook A1404VAP | Color: Cool Silver | Operating System: Windows 11 Home + Microsoft Office Home & Student + Microsoft 365 Basic | Processor: Intel Core 3 100U, 6 Cores (2P + 4E), up to 4.7 GHz | Graphics: Intel Graphics | RAM: 8 GB DDR4 (Onboard + 1 Slot) | Storage: 512 GB SSD NVMe PCIe 4.0 | Main Display Size: 14 Inch | Main Display Type: IPS-Level, Anti-glare | Display Resolution: FHD 1920 x 1080, 45% NTSC, 250 nits | Camera: HD 720p Webcam with Privacy Shutter | Audio: SonicMaster Built-in Speaker, Built-in Array Microphone | Battery: 42 Wh Charger: 45 W AC Adapter | Connectivity: Wi-Fi 6, Bluetooth 5.2 | Ports: 2x USB-A 3.2 Gen 1 1x USB-A 2.0 1x USB-C 3.2 Gen 1 1x HDMI 1.4 1x Headphone / microphone combo jack 1x DC-in | Warranty: Official ASUS Warranty 2 Years",https://www.agres.id/products/asus-vivobook-14-a1404vap-core-i3-100u-8gb-512gb-w11ohsm365b-140fhd-vips-cool-slv-vips3853m,https://res.cloudinary.com/dbuug9eey/image/upload/v1775891944/products/de6a54n2lel8caykifp6.jpg,"murah, terjangkau, tugas ringan, office dasar, boot cepat, loading cepat, office, kuliah, presentasi",cpu intel performa dasar grafis ringan multitasking cukup penyimpanan besar ringan layar sedang layar bagus resolusi standar mudah dibawa cocok office,asus vivobook 14 a1404vap intel core 3 100u graphics grafis terintegrasi ram 8gb ssd 512gb layar 14.0 inch cpu performa dasar ringan multitasking cukup penyimpanan besar sedang bagus resolusi standar mudah dibawa cocok office nugas skripsi kuliah sekolah pelajar mahasiswa browsing internet zoom meeting nonton film youtube word excel presentasi ppt sering bepergian traveling mobilitas tinggi enteng tipis ke kampus nongkrong cafe murah tugas cepat
ASUS VIVOBOOK 14 A1404VAP CORE I5 120U 16GB 512GB W11+OHS+M365B 14.0FHD VIPS BRW -VIPS5152M,ASUS VIVOBOOK 14 A1404VAP,ASUS,"11,049,000.00",11049000,Windows 11,Intel UHD Graphics,Intel,Intel Core 5 120U,Intel,16 GB,16,DDR4,512 GB,512,SSD,1.4 kg,1.40,14 Inch,14.0,IPS,FHD 1920 x 1080,"Brand: ASUS | Tipe: Vivobook 14 A1404VAP | Color: Terra Cotta | Operating System: Windows 11 Home + Microsoft Office Home & Student + 1 Year Trial Microsoft 365 Basic | Processor: Intel Core 5 120U, Up to 5.0 GHz, 10 Cores, 12 Threads | Graphics: Intel UHD Graphics | RAM: 16 GB DDR4 (On Board) | Storage: 512 GB M.2 NVMe PCIe 4.0 SSD | Main Display Size: 14.0 Inch | Main Display Type: FHD IPS Level, Anti Glare, Non Touch | Display Resolution: 1920 x 1080, 60 Hz, 250 nits | Camera: 720p HD Webcam with Privacy Shutter | Audio: SonicMaster Speaker with Microphone | Battery: 42 WHrs 3 Cell Li-ion Charger: 45 W Power Adapter | Connectivity: Wi-Fi 6E, Bluetooth 5.3 | Ports: 1x USB 2.0 Type A 1x USB 3.2 Gen 1 Type A 1x USB 3.2 Gen 1 Type C 1x HDMI 1.4 1x DC In | Dimension: 32.49 x 21.39 x 1.79 cm | Weight: 1.40 kg | Warranty: 2 Years Official ASUS + 1 Year APW",https://www.agres.id/products/asus-vivobook-14-a1404vap-core-i5-120u-16gb-512gb-w11ohsm365b-140fhd-vips-brw--vips5152m,https://res.cloudinary.com/dbuug9eey/image/upload/v1765510192/products/vruqfvfkbzcmcuaqqkxm.jpg,"ringan, tipis, mudah dibawa, travel, menengah, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu intel performa dasar grafis ringan multitasking lancar penyimpanan besar ringan layar sedang layar bagus resolusi standar cocok kerja mudah dibawa cocok office,asus vivobook 14 a1404vap intel core 5 120u uhd graphics grafis terintegrasi ram 16gb ssd 512gb layar 14.0 inch cpu performa dasar ringan multitasking lancar penyimpanan besar sedang bagus resolusi standar cocok kerja mudah dibawa office nugas skripsi kuliah sekolah pelajar mahasiswa browsing internet zoom meeting nonton film youtube word excel presentasi ppt kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data sering bepergian traveling mobilitas tinggi enteng tipis ke kampus nongkrong cafe travel cepat
ASUS VIVOBOOK 14 A1404VAP CORE I5 120U 8GB 512GB W11+OHS+M365B 14.0FHD VIPS BLU -VIPS5851M,ASUS VIVOBOOK 14 A1404VAP,ASUS,"10,399,000.00",10399000,Windows 11,Intel UHD Graphics,Intel,Intel Core i5-120U,Intel,8 GB,8,DDR4,512 GB,512,SSD,1.4 kg,1.40,14 Inch,14.0,IPS,FHD 1920 x 1080,"Brand: ASUS | Tipe: Vivobook 14 A1404VAP | Color: Quiet Blue | Operating System: Windows 11 Home + Microsoft Office Home + Microsoft 365 Basic | Processor: Intel Core i5-120U, 10 Cores, 12 Threads, up to 5.0 GHz | Graphics: Intel UHD Graphics | RAM: 8 GB DDR4 On Board | Storage: 512 GB SSD M.2 PCIe 4.0 NVMe | Main Display Size: 14 Inch | Main Display Type: IPS Level, Anti Glare, 45% NTSC, TÜV Rheinland Certified | Display Resolution: FHD 1920 x 1080 | Camera: HD 720p Webcam with Privacy Shutter | Audio: SonicMaster Built-in Speaker with Built-in Array Microphone | Battery: 42 Wh Charger: 45 W AC Adapter | Connectivity: Wi-Fi 6E, Bluetooth 5.3 | Ports: 1x USB 2.0 Type A 2x USB 3.2 Gen 1 Type A 1x USB 3.2 Gen 1 Type C 1x HDMI 1.4 1x Headphone / microphone combo jack 1x DC In | Dimension: | Weight: 1.40 kg | Warranty: 2 Years Official ASUS Warranty",https://www.agres.id/products/asus-vivobook-14-a1404vap-core-5-120u-8gb-512gb-w11ohsm365b-140fhd-vips-blu-vips5851m,https://res.cloudinary.com/dbuug9eey/image/upload/v1765505776/products/msetx8pxavb2du2ugmul.jpg,"ringan, tipis, mudah dibawa, travel, menengah, tugas ringan, office dasar, boot cepat, loading cepat, office, kuliah, presentasi",cpu intel performa menengah grafis ringan multitasking cukup penyimpanan besar ringan layar sedang layar bagus resolusi standar mudah dibawa cocok office,asus vivobook 14 a1404vap intel core i5 120u uhd graphics grafis terintegrasi ram 8gb ssd 512gb layar 14.0 inch cpu performa menengah ringan multitasking cukup penyimpanan besar sedang bagus resolusi standar mudah dibawa cocok office nugas skripsi kuliah sekolah pelajar mahasiswa browsing internet zoom meeting nonton film youtube word excel presentasi ppt sering bepergian traveling mobilitas tinggi enteng tipis ke kampus nongkrong cafe travel tugas dasar cepat
ASUS VIVOBOOK 14 A1404VAP CORE I7 150U 16GB 512GB W11+OHS+M365B 14.0FHD VIPS SILVER -VIPS7156M,ASUS VIVOBOOK 14 A1404VAP,ASUS,"13,899,000.00",13899000,Windows 11,Intel Graphics,Intel,Intel Core 7 150U,Intel,16 GB,16,DDR5,512 GB,512,SSD,1.5 kg,1.50,14 Inch,14.0,IPS,FHD 1920 x 1080,"Brand: ASUS | Tipe: Vivobook 14 A1404VAP | Color: Silver | Operating System: Windows 11 Home + Microsoft Office Home & Student + Microsoft 365 Basic | Processor: Intel Core 7 150U, 10 Cores (2P + 8E), up to 5.4 GHz | Graphics: Intel Graphics | RAM: 16 GB DDR5 (8GB Onboard + 8GB SO-DIMM) | Storage: 512 GB SSD NVMe PCIe 4.0 | Main Display Size: 14 Inch | Main Display Type: IPS-Level, Anti-glare | Display Resolution: FHD 1920 x 1080, 45% NTSC, 250 nits | Camera: HD 720p Webcam with Privacy Shutter | Audio: SonicMaster Built-in Speaker, Built-in Array Microphone | Battery: 42 Wh Charger: 45 W AC Adapter | Connectivity: Wi-Fi 6E, Bluetooth 5.3 | Ports: 2x USB-A 3.2 Gen 1 1x USB-A 2.0 1x USB-C 3.2 Gen 1 1x HDMI 1.4 1x DC-in 1x Headphone / microphone combo jack | Weight: 1.5 kg | Warranty: Official ASUS Warranty 2 Years + 2 Years ADP",https://www.agres.id/products/asus-vivobook-14-a1404vap-core-i7-150u-16gb-512gb-w11ohsm365b-140fhd-vips-silver-vips7156m,https://res.cloudinary.com/dbuug9eey/image/upload/v1775878071/products/zb4gqsjmchu1uqfpd5zd.jpg,"menengah, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu intel performa dasar grafis ringan multitasking lancar penyimpanan besar ringan layar sedang layar bagus resolusi standar cocok kerja mudah dibawa cocok office,asus vivobook 14 a1404vap intel core 7 150u graphics grafis terintegrasi ram 16gb ssd 512gb layar 14.0 inch cpu performa dasar ringan multitasking lancar penyimpanan besar sedang bagus resolusi standar cocok kerja mudah dibawa office nugas skripsi kuliah sekolah pelajar mahasiswa browsing internet zoom meeting nonton film youtube word excel presentasi ppt kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data sering bepergian traveling mobilitas tinggi enteng tipis ke kampus nongkrong cafe cepat
ASUS VIVOBOOK 14 A1404VAP CORE I7 150U 8GB 512GB W11+OHS+M365B 14.0FHD BLIT VIPS BLU -VIPS7854M,ASUS VIVOBOOK 14 A1404VAP,ASUS,"12,799,000.00",12799000,Windows 11,Intel Graphics,Intel,Intel Core 7 150U,Intel,8 GB,8,DDR4,512 GB,512,SSD,1.4 kg,1.40,14 Inch,14.0,IPS,FHD 1920 x 1080,"Brand: ASUS | Tipe: ASUS Vivobook 14 A1404VAP | Color: Quite Blue | Operating System: Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic | Processor: Intel Core 7 150U, 10 Cores, 12 Threads, up to 5.4 GHz, 12MB Cache | Graphics: Intel Graphics | RAM: 8 GB DDR4 (Upgradeable via 1x SO-DIMM Slot) | Storage: 512 GB M.2 NVMe™ PCIe 4.0 SSD | Main Display Size: 14 Inch | Main Display Type: IPS-Level Panel, 250 nits, 60Hz | Display Resolution: FHD 1920 x 1080, 16:9 | Camera: 720p HD Camera with Privacy Shutter | Audio: SonicMaster, Built-in Speaker, Built-in Array Microphone | Battery: 42 Wh, 3-Cell Li-ion Charger: 45 W AC Adapter | Connectivity: Wi-Fi 6 (802.11ax) Dual Band 1x1, Bluetooth 5.2 | Ports: 1x USB 2.0 Type-A 2x USB 3.2 Gen 1 Type-A 1x USB 3.2 Gen 1 Type-C 1x HDMI 1.4 1x 3.5 mm Audio Combo Jack 1x DC-in | Dimension: 32.49 x 21.39 x 1.79 cm | Weight: 1.40 kg | Warranty: Official ASUS International Warranty 2 Years",https://www.agres.id/products/asus-vivobook-14-a1404vap-core-i7-150u-8gb-512gb-w11ohsm365b-140fhd-blit-vips-blu-vips7854m,https://res.cloudinary.com/dbuug9eey/image/upload/v1774603365/products/ovnzkga8p62bz6ehixap.jpg,"ringan, tipis, mudah dibawa, travel, menengah, tugas ringan, office dasar, boot cepat, loading cepat, office, kuliah, presentasi",cpu intel performa dasar grafis ringan multitasking cukup penyimpanan besar ringan layar sedang layar bagus resolusi standar mudah dibawa cocok office,asus vivobook 14 a1404vap intel core 7 150u graphics grafis terintegrasi ram 8gb ssd 512gb layar 14.0 inch cpu performa dasar ringan multitasking cukup penyimpanan besar sedang bagus resolusi standar mudah dibawa cocok office nugas skripsi kuliah sekolah pelajar mahasiswa browsing internet zoom meeting nonton film youtube word excel presentasi ppt sering bepergian traveling mobilitas tinggi enteng tipis ke kampus nongkrong cafe travel tugas cepat
ASUS VIVOBOOK 14 FLIP OLED TP3407SA ULTRA 7 256V 16GB 512GB W11+OHS+M365B 14.0 2K TOUCH PEN 2IN1 GRY -OLED7151M,ASUS VIVOBOOK 14 FLIP,ASUS,"20,149,000.00",20149000,Windows 11,Intel Arc Graphics,Intel,Intel Core Ultra 7 256V,Intel,16 GB,16,LPDDR5X,512 GB,512,SSD,1.57 kg,1.57,14 Inch,14.0,OLED,WUXGA 1920 x 1200,"Brand: ASUS | Tipe: Vivobook 14 Flip TP3407SA | Color: Matte Gray | Operating System: Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic (OneDrive + Outlook) 1 Year | Processor: Intel Core Ultra 7 256V, 8 Cores, 8 Threads, up to 4.8 GHz, Intel AI Boost NPU up to 47 | Graphics: Intel Arc Graphics | RAM: 16 GB LPDDR5X | Storage: 512 GB M.2 NVMe PCIe 4.0 SSD | Main Display Size: 14 Inch | Main Display Type: OLED, Glossy, Touchscreen | Display Resolution: WUXGA 1920 x 1200, 16:10, 60Hz, 400 nits, 100% DCI-P3 | Camera: FHD camera with IR function to support Windows Hello | Audio: Built-in speaker with Smart Amp Technology | Battery: 70 Wh Charger: 65 W USB-C Power Adapter | Ports: 1x USB-A 3.2 Gen 1 1x USB-C 3.2 Gen 2 with display and power delivery 1x Thunderbolt 4 with display and power delivery 1x HDMI 2.1 1x Headphone / microphone combo jack 1x microSD card reader | Dimension: 31.26 x 22.09 x 1.69 ~ 1.71 cm | Weight: 1.57 kg | Warranty: Official ASUS Warranty 2 Years + ASUS Perfect Warranty 1 Year",https://www.agres.id/products/asus-vivobook-14-flip-oled-tp3407sa-ultra-7-256v-16gb-512gb-w11ohsm365b-140-2k-touch-pen-2in1-gry--oled7151m,https://res.cloudinary.com/dbuug9eey/image/upload/v1773204278/products/jih2e4gv0nbt7oa2tnsf.jpg,"gaming berat, editing video, render 3d, gaming ringan, esports, sultan, premium, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu intel performa tinggi grafis modern multitasking lancar penyimpanan besar sedang layar sedang layar oled resolusi standar cocok kerja cocok multimedia,asus vivobook 14 flip intel core ultra 7 256v arc graphics grafis terintegrasi ram 16gb ssd 512gb layar 14.0 inch cpu performa tinggi modern multitasking lancar penyimpanan besar sedang oled resolusi standar cocok kerja multimedia kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data main game ringan valorant dota genshin impact esports edit video desain canva photoshop corel illustrator konten kreator nonton netflix kualitas bioskop warna akurat manjakan mata desainer tajam gaming berat editing render 3d sultan premium cepat office kuliah presentasi
ASUS VIVOBOOK 15 TOUCH A1504VAP CORE 5 120U 16GB 512GB W11+OHS+M365B 15.6FHD IPS VIPS TERRACOTTA -VIPS5152TM,ASUS VIVOBOOK 15 TOUCH,ASUS,"13,559,000.00",13559000,Windows 11,Intel Graphics,Intel,Intel Core 5 120U,Intel,16 GB,16,DDR5,512 GB,512,SSD,1.70 kg,1.70,"15,6 Inch",15.6,IPS,FHD 1920 x 1080,"Brand: ASUS | Tipe: Vivobook 15 Touch A1504VAP | Color: Terra Cotta | Operating System: Windows 11 Home + Office Home & Student + Microsoft 365 Basic | Processor: Intel Core 5 120U (12 MB Cache, up to 5.0 GHz, 10 Cores, 12 Threads) | Graphics: Intel Graphics | RAM: 16 GB DDR5 (8 GB Onboard + 8 GB SO-DIMM) | Storage: 512 GB M.2 NVMe PCIe 4.0 SSD | Main Display Size: 15.6 Inch | Main Display Type: IPS-level Panel, LED Backlit, Anti-glare, Touchscreen | Display Resolution: FHD 1920 x 1080 | Camera: 720p HD Camera with Privacy Shutter | Audio: SonicMaster Built-in Speaker, Built-in Array Microphone | Battery: 42 Whrs, 3-cell Li-ion Charger: 45 W AC Adapter | Connectivity: Wi-Fi 6 (802.11ax), Bluetooth 5.2 | Ports: 1x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-C 2x USB 3.2 Gen 1 Type-A 1x HDMI 1.4 1x 3.5 mm Combo Audio Jack 1x DC-in | Warranty: Official 2 Years",https://www.agres.id/products/asus-vivobook-15-a1504vap-core-5-120u-16gb-512gb-w11ohsm365b-156fhd-ips-vips-terracotta-vips5152tm,https://res.cloudinary.com/dbuug9eey/image/upload/v1775640340/products/xzxdppohxicbwbwjirw9.jpg,"layar besar, nyaman nonton, multimedia, menengah, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu intel performa dasar grafis ringan multitasking lancar penyimpanan besar sedang layar sedang layar bagus resolusi standar cocok kerja cocok office,asus vivobook 15 touch intel core 5 120u graphics grafis terintegrasi ram 16gb ssd 512gb layar 15.6 inch cpu performa dasar ringan multitasking lancar penyimpanan besar sedang bagus resolusi standar cocok kerja office nugas skripsi kuliah sekolah pelajar mahasiswa browsing internet zoom meeting nonton film youtube word excel presentasi ppt kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data nyaman multimedia cepat
ASUS VIVOBOOK 16 M1605NAQ RYZEN 5 150 16GB 512GB W11+OHS+M365 16.0WUXGA OLED BLIT BLK -OLED5151M,ASUS VIVOBOOK 16 M1605NAQ,ASUS,"13,100,000.00",13100000,Windows 11,AMD Radeon Graphics,AMD,AMD Ryzen 5 150,AMD,16 GB,16,DDR5,512 GB,512,SSD,1.88 kg,1.88,16 Inch,16.0,OLED,WUXGA 1920 x 1200,"Brand: ASUS | Tipe: Vivobook 16 M1605NAQ | Color: Indie Black | Operating System: Windows 11 Home + Office Home 2024 + Microsoft 365 Basic (1 Year) | Processor: AMD Ryzen 5 150, 6 Cores 12 Threads, up to 4.55 GHz | Graphics: AMD Radeon Graphics | RAM: 16 GB DDR5 (8 GB Onboard + 8 GB SO-DIMM, Up to 24 GB) | Storage: 512 GB M.2 NVMe PCIe 4.0 SSD | Main Display Size: 16 Inch | Main Display Type: Anti-glare, 60Hz, 300 nits, 45% NTSC | Display Resolution: WUXGA 1920 x 1200, 16:10 Aspect Ratio | Camera: HD 720p with Privacy Shutter | Audio: Built-in speakers | Battery: 42 Wh Charger: 68 W USB-C Adapter | Connectivity: Wi-Fi 6, Bluetooth 5.4 | Ports: 1x USB 2.0 Type-A 1x USB 3.2 Gen 1 Type-C (Power Delivery) 2x USB 3.2 Gen 1 Type-A 1x HDMI 1.4 | Dimension: 35.87 x 24.95 x 1.99 cm | Weight: 1.88 kg Security: Fingerprint Sensor (Integrated with Touchpad) Keyboard: Backlit Chiclet Keyboard with Num-key | Warranty: Official ASUS Warranty 1 Year",https://www.agres.id/products/asus-vivobook-16-m1605naq-ryzen-5-150-16gb-512gb-w11ohsm365-160wuxga-oled-blit-blk-oled5151m,https://res.cloudinary.com/dbuug9eey/image/upload/v1775301473/products/ntokg1b5nwo9khco7oze.jpg,"gaming ringan, esports, layar besar, nyaman nonton, multimedia, menengah, multitasking, lancar, kinerja cepat, boot cepat, loading cepat, office, kuliah, presentasi",cpu amd performa menengah grafis menengah multitasking lancar penyimpanan besar sedang layar besar layar oled resolusi standar cocok kerja cocok multimedia,asus vivobook 16 m1605naq amd ryzen 5 150 radeon graphics ram 16gb ssd 512gb layar 16.0 inch cpu performa menengah grafis multitasking lancar penyimpanan besar sedang oled resolusi standar cocok kerja multimedia nugas skripsi kuliah sekolah pelajar mahasiswa browsing internet zoom meeting nonton film youtube word excel presentasi ppt kantor buka banyak tab aplikasi anti lelet coding programming programmer software analis data main game ringan valorant dota genshin impact esports edit video desain canva photoshop corel illustrator konten kreator netflix kualitas bioskop warna akurat manjakan mata desainer tajam gaming nyaman cepat office
